ID,Vendor,Country,Shipment Mode,Weight (Kilograms),Freight Cost (USD),Line Item Value,Line Item Quantity,Unit Price,Scheduled Delivery Date,Delivered to Client Date,delay_days,is_delayed,delay_probability,risk_category
1,RANBAXY Fine Chemicals LTD.,Côte d'Ivoire,Air,13.0,780.34,551.0,19,0.97,2006-06-02 00:00:00,2006-06-02 00:00:00,0,0,0.004,LOW
3,Aurobindo Pharma Limited,Vietnam,Air,358.0,4521.5,6200.0,1000,0.03,2006-11-14 00:00:00,2006-11-14 00:00:00,0,0,0.012,LOW
4,Abbott GmbH & Co. KG,Côte d'Ivoire,Air,171.0,1653.78,40000.0,500,0.8,2006-08-27 00:00:00,2006-08-27 00:00:00,0,0,0.012,LOW
15,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Vietnam,Air,1855.0,16007.06,127360.8,31920,0.07,2006-09-01 00:00:00,2006-09-01 00:00:00,0,0,0.071,LOW
16,Aurobindo Pharma Limited,Vietnam,Air,7590.0,45450.08,121600.0,38000,0.05,2006-08-11 00:00:00,2006-08-11 00:00:00,0,0,0.163,LOW
23,Aurobindo Pharma Limited,Nigeria,Air,504.0,5920.42,2225.6,416,0.02,2006-09-28 00:00:00,2006-09-28 00:00:00,0,0,0.006,LOW
44,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Zambia,Air,328.0,,4374.0,135,0.36,2007-01-08 00:00:00,2007-01-08 00:00:00,0,0,0.001,LOW
45,Aurobindo Pharma Limited,Tanzania,Air,1478.0,6212.41,60834.55,16667,0.06,2006-11-24 00:00:00,2006-11-24 00:00:00,0,0,0.022,LOW
46,Aurobindo Pharma Limited,Nigeria,Air,1047.0,,532.35,273,0.03,2006-12-07 00:00:00,2006-12-07 00:00:00,0,0,0.007,LOW
47,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Zambia,Air,643.0,,115080.0,2800,0.34,2007-01-30 00:00:00,2007-01-30 00:00:00,0,0,0.012,LOW
60,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Zambia,Air,643.0,,115080.0,2800,0.34,2007-02-16 00:00:00,2007-02-16 00:00:00,0,0,0.012,LOW
61,"Trinity Biotech, Plc",Zambia,Air,853.0,13569.49,100000.0,2500,2.0,2007-01-08 00:00:00,2007-01-08 00:00:00,0,0,0.006,LOW
62,EY Laboratories,Nigeria,Air,1047.0,,850.0,10,0.85,2007-01-10 00:00:00,2007-01-10 00:00:00,0,0,0.032,LOW
64,CIPLA LIMITED,Rwanda,Air,7416.0,64179.42,99800.0,10000,0.17,2007-02-27 00:00:00,2007-02-27 00:00:00,0,0,0.048,LOW
65,Abbott GmbH & Co. KG,Haiti,Air,256.0,1760.32,60000.0,750,0.8,2007-01-18 00:00:00,2007-01-18 00:00:00,0,0,0.02,LOW
68,BRISTOL-MYERS SQUIBB,Zimbabwe,Air,1047.0,,14764.5,579,0.42,2007-03-19 00:00:00,2007-03-19 00:00:00,0,0,0.006,LOW
69,ACCOUN NIGERIA LIMITED,Nigeria,UNKNOWN_MODE,1047.0,,120000.0,1500,0.8,2007-05-07 00:00:00,2007-05-07 00:00:00,0,0,0.025,LOW
80,Premier Medical Corporation Ltd.,Rwanda,Air,710.0,3120.7,33000.0,2000,0.55,2007-03-29 00:00:00,2007-03-29 00:00:00,0,0,0.052,LOW
87,BRISTOL-MYERS SQUIBB,Tanzania,Air,162.0,912.96,8964.08,712,0.06,2007-06-06 00:00:00,2007-06-06 00:00:00,0,0,0.002,LOW
92,Abbott GmbH & Co. KG,Nigeria,Air,341.0,2682.47,80000.0,1000,0.8,2007-06-19 00:00:00,2007-06-19 00:00:00,0,0,0.006,LOW
96,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Nigeria,Air,2278.0,15893.71,202500.0,7500,1.35,2007-06-19 00:00:00,2007-06-19 00:00:00,0,0,0.007,LOW
108,BRISTOL-MYERS SQUIBB,Côte d'Ivoire,Air,2126.0,,140581.5,5513,0.42,2007-10-02 00:00:00,2007-10-02 00:00:00,0,0,0.01,LOW
115,Aurobindo Pharma Limited,Vietnam,Air,941.0,4193.49,1920.0,1000,0.01,2007-10-15 00:00:00,2007-10-15 00:00:00,0,0,0.019,LOW
116,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Air,117.0,1767.38,41095.0,500,0.68,2007-08-27 00:00:00,2007-08-27 00:00:00,0,0,0.006,LOW
130,"Orgenics, Ltd",Haiti,Air,171.0,3518.38,53992.5,750,0.72,2007-08-13 00:00:00,2007-08-21 00:00:00,8,1,0.312,MEDIUM
134,Orasure Technologies Inc.,Haiti,Air,60.0,3097.85,8750.0,25,3.5,2007-08-25 00:00:00,2007-08-25 00:00:00,0,0,0.003,LOW
138,"Standard Diagnostics, Inc.",Tanzania,Air,3335.0,27869.74,200000.0,10000,0.8,2007-10-16 00:00:00,2007-10-16 00:00:00,0,0,0.069,LOW
139,"Standard Diagnostics, Inc.",Tanzania,Air,3335.0,28461.1,200000.0,10000,0.8,2007-11-22 00:00:00,2007-11-22 00:00:00,0,0,0.069,LOW
140,"Standard Diagnostics, Inc.",Tanzania,Air,3335.0,28359.8,200000.0,10000,0.8,2007-11-22 00:00:00,2007-11-22 00:00:00,0,0,0.069,LOW
161,Aurobindo Pharma Limited,Ethiopia,Air,4228.0,12237.61,99200.0,64000,0.03,2007-11-20 00:00:00,2007-11-20 00:00:00,0,0,0.226,LOW
176,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Nigeria,Air,3263.0,20885.78,270000.0,10000,1.35,2007-10-03 00:00:00,2007-10-03 00:00:00,0,0,0.029,LOW
262,"JSI R&T INSTITUTE, INC.",South Africa,UNKNOWN_MODE,1047.0,,317.6,40,0.04,2008-01-29 00:00:00,2008-01-29 00:00:00,0,0,0.002,LOW
269,"GILEAD SCIENCES IRELAND, INC.",Vietnam,Air,76.0,2282.57,17000.0,1000,0.57,2008-01-21 00:00:00,2008-01-21 00:00:00,0,0,0.006,LOW
270,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Vietnam,Air,23.0,2149.05,3352.0,400,0.14,2008-01-21 00:00:00,2008-01-21 00:00:00,0,0,0.051,LOW
284,"Orgenics, Ltd",Rwanda,Air,99.0,0.75,15.0,1500,0.0,2008-01-31 00:00:00,2008-01-31 00:00:00,0,0,0.025,LOW
305,"Orgenics, Ltd",Nigeria,Air,1047.0,,6.5,650,0.0,2008-02-05 00:00:00,2008-02-05 00:00:00,0,0,0.013,LOW
343,"JSI R&T INSTITUTE, INC.",South Africa,UNKNOWN_MODE,1047.0,,340.0,200,0.01,2008-01-21 00:00:00,2008-01-04 00:00:00,-17,0,0.002,LOW
361,"Trinity Biotech, Plc",Haiti,Air,1047.0,,278.0,2,1.39,2008-02-18 00:00:00,2008-02-18 00:00:00,0,0,0.001,LOW
391,BIO-RAD LABORATORIES (FRANCE),Côte d'Ivoire,Air,509.0,5446.51,36176.0,476,1.9,2008-06-17 00:00:00,2008-06-17 00:00:00,0,0,0.257,LOW
392,"Standard Diagnostics, Inc.",Côte d'Ivoire,Air,206.0,2656.12,13180.0,659,0.8,2009-03-19 00:00:00,2009-03-19 00:00:00,0,0,0.003,LOW
398,"Orgenics, Ltd",Guyana,Air,1047.0,,2.4,240,0.0,2008-04-09 00:00:00,2008-04-01 00:00:00,-8,0,0.006,LOW
399,"Orgenics, Ltd",Guyana,Air,14.0,360.0,2.13,213,0.0,2008-07-28 00:00:00,2008-07-28 00:00:00,0,0,0.004,LOW
400,TURE PHARMACEUTICALS & MEDICAL SUPPLIES P.L.C.,Ethiopia,UNKNOWN_MODE,1047.0,,13399.25,63,2.13,2008-03-11 00:00:00,2008-03-11 00:00:00,0,0,0.007,LOW
410,"Orgenics, Ltd",Zimbabwe,Air,373.0,4112.46,117631.66,1634,0.72,2008-11-17 00:00:00,2008-11-17 00:00:00,0,0,0.059,LOW
411,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Nigeria,Air,483.0,5468.88,38475.0,1425,1.35,2008-04-17 00:00:00,2008-04-17 00:00:00,0,0,0.005,LOW
414,"Orgenics, Ltd",Namibia,Air,33.0,1715.17,10222.58,142,0.72,2008-06-04 00:00:00,2008-06-04 00:00:00,0,0,0.007,LOW
420,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,654.0,4051.34,96432.0,8400,0.38,2008-06-03 00:00:00,2008-06-03 00:00:00,0,0,0.011,LOW
422,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,405.06,6,0.25,2008-04-24 00:00:00,2008-04-24 00:00:00,0,0,0.001,LOW
423,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,870.0,600,0.01,2008-04-24 00:00:00,2008-04-24 00:00:00,0,0,0.006,LOW
438,BRISTOL-MYERS SQUIBB,Vietnam,Air,81.0,2211.05,2800.0,400,0.12,2008-07-12 00:00:00,2008-07-12 00:00:00,0,0,0.001,LOW
459,S. BUYS WHOLESALER,South Africa,UNKNOWN_MODE,1047.0,,77.1,6,0.21,2008-04-25 00:00:00,2008-04-07 00:00:00,-18,0,0.003,LOW
464,"Orgenics, Ltd",Nigeria,Air,1251.0,16090.22,439785.02,5498,0.8,2008-07-09 00:00:00,2008-07-09 00:00:00,0,0,0.081,LOW
465,"Orgenics, Ltd",Nigeria,Air,1047.0,,54.98,5498,0.0,2008-07-09 00:00:00,2008-07-04 00:00:00,-5,0,0.057,LOW
466,TURE PHARMACEUTICALS & MEDICAL SUPPLIES P.L.C.,Ethiopia,Air,1047.0,,691.42,15,2.3,2008-05-09 00:00:00,2008-05-09 00:00:00,0,0,0.021,LOW
530,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,1537.0,13507.92,18359.04,1344,0.46,2008-09-19 00:00:00,2008-09-19 00:00:00,0,0,0.08,LOW
531,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,103.4,20,0.09,2008-08-20 00:00:00,2008-08-20 00:00:00,0,0,0.014,LOW
532,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,1906.0,100,0.64,2008-08-20 00:00:00,2008-05-08 00:00:00,-104,0,0.003,LOW
533,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,1025.1,670,0.01,2008-08-20 00:00:00,2008-05-08 00:00:00,-104,0,0.011,LOW
535,BRISTOL-MYERS SQUIBB,Tanzania,Air,117.0,645.1,61470.99,2597,0.79,2008-09-02 00:00:00,2008-09-02 00:00:00,0,0,0.033,LOW
543,Orasure Technologies Inc.,Haiti,Air,109.0,782.13,9800.0,28,3.5,2008-09-30 00:00:00,2008-09-30 00:00:00,0,0,0.005,LOW
551,"Trinity Biotech, Plc",Haiti,Air,54.0,871.57,11676.0,84,1.39,2008-11-24 00:00:00,2008-11-24 00:00:00,0,0,0.0,LOW
598,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,1049.4,30,0.58,2008-06-12 00:00:00,2008-06-09 00:00:00,-3,0,0.001,LOW
610,Aurobindo Pharma Limited,Vietnam,Air,2719.0,18614.72,92736.0,38640,0.04,2008-09-19 00:00:00,2008-09-19 00:00:00,0,0,0.257,LOW
630,IDA FOUNDATION,Nigeria,Air,115.0,1755.87,1547.68,34,0.08,2009-02-25 00:00:00,2008-09-09 00:00:00,-169,0,0.002,LOW
637,Aurobindo Pharma Limited,Vietnam,Air,2600.0,10179.16,60900.0,42000,0.02,2008-10-08 00:00:00,2008-10-08 00:00:00,0,0,0.254,LOW
646,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,696.5,50,0.06,2008-07-10 00:00:00,2008-07-08 00:00:00,-2,0,0.056,LOW
660,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,1224.0,4686.88,171192.0,16800,0.34,2008-11-27 00:00:00,2008-11-27 00:00:00,0,0,0.025,LOW
668,ZEPHYR BIOMEDICALS,Guyana,Air,34.0,180.0,3675.0,98,1.5,2008-08-15 00:00:00,2008-08-15 00:00:00,0,0,0.0,LOW
670,"Orgenics, Ltd",Zambia,Air,1053.0,11062.05,323955.0,4500,0.72,2008-10-20 00:00:00,2008-10-20 00:00:00,0,0,0.055,LOW
712,"Trinity Biotech, Plc",Namibia,Air,1047.0,,320.0,10,1.6,2008-09-18 00:00:00,2008-09-18 00:00:00,0,0,0.001,LOW
717,BIO-RAD LABORATORIES (FRANCE),Côte d'Ivoire,Air,562.0,11298.13,38000.0,500,1.9,2008-10-02 00:00:00,2008-10-02 00:00:00,0,0,0.157,LOW
719,IDA FOUNDATION,Côte d'Ivoire,Air,1708.0,12830.91,9750.0,25000,0.03,2009-01-23 00:00:00,2009-01-23 00:00:00,0,0,0.008,LOW
772,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Nigeria,Air,1047.0,,453.6,9,1.68,2009-03-10 00:00:00,2009-04-08 00:00:00,29,1,0.453,MEDIUM
791,"Orgenics, Ltd",Namibia,Air,46.0,2698.04,10798.5,150,0.72,2008-10-29 00:00:00,2008-10-29 00:00:00,0,0,0.007,LOW
796,"Trinity Biotech, Plc",Botswana,Air,1.0,578.01,450.0,15,15.0,2008-11-28 00:00:00,2008-11-28 00:00:00,0,0,0.002,LOW
797,"Standard Diagnostics, Inc.",Zambia,Air,100.0,1122.24,6380.0,319,0.8,2009-01-23 00:00:00,2009-01-23 00:00:00,0,0,0.009,LOW
835,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,1830.4,80,0.76,2009-05-17 00:00:00,2008-10-09 00:00:00,-220,0,0.001,LOW
836,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,2745.6,120,0.76,2009-05-17 00:00:00,2009-05-17 00:00:00,0,0,0.001,LOW
837,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,858.0,600,0.01,2009-05-17 00:00:00,2008-10-09 00:00:00,-220,0,0.006,LOW
838,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,91.35,7,0.22,2009-05-17 00:00:00,2008-10-09 00:00:00,-220,0,0.076,LOW
839,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,1375.6,40,0.11,2009-05-17 00:00:00,2008-10-09 00:00:00,-220,0,0.007,LOW
849,ZEPHYR BIOMEDICALS,Guyana,Air,1047.0,,4050.0,108,1.5,2009-02-06 00:00:00,2009-02-06 00:00:00,0,0,0.0,LOW
858,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Tanzania,Air,4093.0,9339.0,2520000.0,50000,1.68,2009-04-21 00:00:00,2009-04-21 00:00:00,0,0,0.024,LOW
914,IDA FOUNDATION,Côte d'Ivoire,Air,5209.0,25405.22,2731.4,140,0.2,2009-03-02 00:00:00,2009-03-02 00:00:00,0,0,0.015,LOW
937,"Trinity Biotech, Plc",Mozambique,Air,1906.0,23914.8,182400.0,5700,1.6,2009-03-23 00:00:00,2009-03-23 00:00:00,0,0,0.002,LOW
960,Aurobindo Pharma Limited,Vietnam,Air,3509.0,12835.2,51350.04,5964,0.14,2009-04-10 00:00:00,2009-04-10 00:00:00,0,0,0.05,LOW
961,Aurobindo Pharma Limited,Vietnam,Air,1047.0,,50400.0,21000,0.04,2009-04-10 00:00:00,2009-04-10 00:00:00,0,0,0.03,LOW
962,CIPLA LIMITED,Vietnam,Air,924.0,4225.93,72864.0,10560,0.12,2009-03-23 00:00:00,2009-03-23 00:00:00,0,0,0.016,LOW
979,Aurobindo Pharma Limited,Vietnam,Air,211.0,892.5,20250.72,2352,0.14,2009-03-16 00:00:00,2009-03-16 00:00:00,0,0,0.021,LOW
985,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tanzania,Air,644.0,6668.61,21536.4,524,0.14,2009-05-28 00:00:00,2009-05-28 00:00:00,0,0,0.005,LOW
986,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tanzania,Air,237.0,,21526.32,2094,0.17,2009-05-04 00:00:00,2009-05-04 00:00:00,0,0,0.042,LOW
993,Premier Medical Corporation Ltd.,Rwanda,Air,2800.0,12595.81,185602.5,8249,0.75,2009-04-28 00:00:00,2009-04-28 00:00:00,0,0,0.077,LOW
1037,BRISTOL-MYERS SQUIBB,Nigeria,Air,11.0,463.0,4734.0,200,0.79,2009-09-30 00:00:00,2009-09-30 00:00:00,0,0,0.001,LOW
1046,BRISTOL-MYERS SQUIBB,Haiti,Air,43.0,260.0,760.0,80,0.16,2009-03-31 00:00:00,2009-03-31 00:00:00,0,0,0.001,LOW
1047,BRISTOL-MYERS SQUIBB,Haiti,Air,1047.0,,402.88,32,0.06,2009-03-31 00:00:00,2009-03-31 00:00:00,0,0,0.003,LOW
1048,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Haiti,Air,10.0,893.22,472.88,46,0.17,2009-04-15 00:00:00,2009-04-15 00:00:00,0,0,0.068,LOW
1063,S. BUYS WHOLESALER,South Africa,Air,1047.0,,47522.75,3025,0.52,2009-03-31 00:00:00,2008-12-02 00:00:00,-119,0,0.062,LOW
1065,S. BUYS WHOLESALER,South Africa,Air,1047.0,,49840.0,3500,0.47,2009-04-07 00:00:00,2008-12-03 00:00:00,-125,0,0.04,LOW
1066,S. BUYS WHOLESALER,South Africa,Air,1047.0,,3588.48,1008,0.01,2009-04-07 00:00:00,2008-12-03 00:00:00,-125,0,0.014,LOW
1067,S. BUYS WHOLESALER,South Africa,Air,1047.0,,1152.0,960,0.01,2009-05-05 00:00:00,2008-12-23 00:00:00,-133,0,0.01,LOW
1068,S. BUYS WHOLESALER,South Africa,Air,1047.0,,10512.0,1800,0.02,2009-05-12 00:00:00,2008-12-30 00:00:00,-133,0,0.083,LOW
1070,S. BUYS WHOLESALER,South Africa,Air,1047.0,,3384.0,1200,0.05,2009-03-31 00:00:00,2008-11-21 00:00:00,-130,0,0.007,LOW
1077,S. BUYS WHOLESALER,South Africa,Air,1047.0,,1954.9,346,0.02,2009-06-25 00:00:00,2009-04-21 00:00:00,-65,0,0.005,LOW
1078,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,16642.0,5300,0.1,2009-06-25 00:00:00,2009-06-05 00:00:00,-20,0,0.072,LOW
1079,S. BUYS WHOLESALER,South Africa,Air,1047.0,,1932.3,342,0.02,2009-06-25 00:00:00,2009-06-17 00:00:00,-8,0,0.005,LOW
1080,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,10665.0,2700,0.07,2009-08-19 00:00:00,2009-08-19 00:00:00,0,0,0.056,LOW
1084,S. BUYS WHOLESALER,South Africa,Air,1047.0,,134385.3,3735,0.3,2009-06-25 00:00:00,2009-04-14 00:00:00,-72,0,0.05,LOW
1085,S. BUYS WHOLESALER,South Africa,Air,1047.0,,80640.0,6000,0.22,2009-06-25 00:00:00,2009-04-29 00:00:00,-57,0,0.045,LOW
1086,S. BUYS WHOLESALER,South Africa,Air,1047.0,,35016.0,11672,0.05,2009-06-25 00:00:00,2009-04-20 00:00:00,-66,0,0.057,LOW
1095,Orasure Technologies Inc.,Botswana,Air,48.0,1172.11,7000.0,20,3.5,2009-11-13 00:00:00,2009-11-13 00:00:00,0,0,0.006,LOW
1109,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Côte d'Ivoire,Air,2523.0,14806.48,420864.0,10240,0.34,2009-06-30 00:00:00,2009-06-30 00:00:00,0,0,0.011,LOW
1110,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Côte d'Ivoire,Air,175.0,7642.97,15344.0,400,0.11,2009-07-22 00:00:00,2009-07-22 00:00:00,0,0,0.002,LOW
1111,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,1080.0,30,0.12,2009-07-31 00:00:00,2009-04-21 00:00:00,-101,0,0.007,LOW
1114,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,2816.0,80,1.17,2009-05-15 00:00:00,2009-04-17 00:00:00,-28,0,0.001,LOW
1115,S. BUYS WHOLESALER,South Africa,Truck,1047.0,3134.85,19770.0,1000,0.33,2009-05-15 00:00:00,2009-04-23 00:00:00,-22,0,0.014,LOW
1122,Orasure Technologies Inc.,Haiti,Air,144.0,3128.19,21000.0,60,3.5,2009-09-16 00:00:00,2009-09-16 00:00:00,0,0,0.003,LOW
1134,"Orgenics, Ltd",Kenya,Air,2215.0,16835.31,600000.0,7500,0.8,2009-07-10 00:00:00,2009-07-10 00:00:00,0,0,0.219,LOW
1140,"Orgenics, Ltd",Nigeria,Air,1915.0,24514.33,511600.0,6395,0.8,2009-08-18 00:00:00,2009-08-18 00:00:00,0,0,0.071,LOW
1156,HETERO LABS LIMITED,Rwanda,Air,4482.0,37404.74,386384.88,55356,0.23,2009-07-25 00:00:00,2009-07-25 00:00:00,0,0,0.058,LOW
1162,BIO-RAD LABORATORIES (FRANCE),Côte d'Ivoire,Air,1101.0,8074.03,110000.0,1000,2.75,2009-09-15 00:00:00,2009-09-15 00:00:00,0,0,0.474,MEDIUM
1179,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Air,48.0,3366.04,613.76,8,0.23,2009-07-17 00:00:00,2009-07-17 00:00:00,0,0,0.002,LOW
1183,Aurobindo Pharma Limited,Vietnam,Air,1804.0,6341.88,39025.0,3500,0.19,2009-07-10 00:00:00,2009-07-10 00:00:00,0,0,0.017,LOW
1196,Orasure Technologies Inc.,Botswana,Air,12.0,684.42,1750.0,5,3.5,2009-06-12 00:00:00,2009-07-10 00:00:00,28,1,0.47,MEDIUM
1198,"Orgenics, Ltd",Namibia,Air,48.0,401.97,5025.0,67,3.0,2009-09-01 00:00:00,2009-09-01 00:00:00,0,0,0.01,LOW
1213,BRISTOL-MYERS SQUIBB,Vietnam,Air,148.0,14.36,2800.0,400,0.12,2009-07-28 00:00:00,2009-07-28 00:00:00,0,0,0.001,LOW
1215,"Trinity Biotech, Plc",Namibia,Air,79.0,1736.18,7040.0,220,1.6,2009-06-29 00:00:00,2009-06-29 00:00:00,0,0,0.005,LOW
1221,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,490.0,50,0.12,2009-07-28 00:00:00,2009-07-28 00:00:00,0,0,0.064,LOW
1222,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,41300.0,5000,0.14,2009-10-12 00:00:00,2009-08-05 00:00:00,-68,0,0.083,LOW
1223,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,2838.2,460,0.03,2009-10-12 00:00:00,2009-07-28 00:00:00,-76,0,0.005,LOW
1245,BIO-RAD LABORATORIES (FRANCE),Côte d'Ivoire,Air,165.0,1816.57,11076.45,147,1.88,2006-06-27 00:00:00,2006-06-27 00:00:00,0,0,0.028,LOW
1246,Orasure Technologies Inc.,Côte d'Ivoire,Air,15.0,1039.5,2400.0,6,4.0,2006-07-14 00:00:00,2006-07-14 00:00:00,0,0,0.104,LOW
1251,BRISTOL-MYERS SQUIBB,Vietnam,Air,555.0,3292.15,19600.0,2800,0.12,2006-11-16 00:00:00,2006-11-16 00:00:00,0,0,0.008,LOW
1262,Orasure Technologies Inc.,Haiti,Air,36.0,1195.29,6000.0,15,4.0,2006-11-09 00:00:00,2006-11-09 00:00:00,0,0,0.012,LOW
1279,INTERNATIONAL HEALTHCARE DISTRIBUTORS,Zimbabwe,Air,135.0,,11096.8,260,0.24,2006-11-07 00:00:00,2006-11-07 00:00:00,0,0,0.002,LOW
1281,Aurobindo Pharma Limited,Nigeria,Air,479.0,4861.14,2994.9,894,0.06,2006-12-07 00:00:00,2006-12-07 00:00:00,0,0,0.008,LOW
1282,CIPLA LIMITED,Vietnam,Air,2575.0,18772.94,276100.0,25100,0.18,2007-03-14 00:00:00,2007-03-14 00:00:00,0,0,0.022,LOW
1283,STRIDES ARCOLAB LIMITED,Vietnam,Air,9170.0,42453.21,144205.0,95500,0.03,2007-03-14 00:00:00,2007-03-14 00:00:00,0,0,0.051,LOW
1285,"Trinity Biotech, Plc",Guyana,Air,316.0,4989.87,36000.0,900,2.0,2006-12-29 00:00:00,2006-12-29 00:00:00,0,0,0.08,LOW
1295,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Mozambique,Air,25.0,,3288.0,80,0.34,2007-02-15 00:00:00,2007-02-15 00:00:00,0,0,0.001,LOW
1298,CIPLA LIMITED,Vietnam,Air,6813.0,31858.09,525000.0,70000,0.12,2007-05-12 00:00:00,2007-05-12 00:00:00,0,0,0.026,LOW
1299,CIPLA LIMITED,Rwanda,Air,1047.0,,1087970.4,71577,0.51,2007-02-27 00:00:00,2007-02-27 00:00:00,0,0,0.18,LOW
1300,CIPLA LIMITED,Rwanda,Air,1047.0,,202340.5,5605,0.6,2007-02-27 00:00:00,2007-02-27 00:00:00,0,0,0.004,LOW
1303,Abbott GmbH & Co. KG,Ethiopia,Air,1047.0,,16000.0,200,0.8,2006-12-28 00:00:00,2006-12-28 00:00:00,0,0,0.006,LOW
1306,CIPLA LIMITED,Vietnam,Air,2348.0,21439.59,187500.0,25000,0.12,2007-08-24 00:00:00,2007-08-24 00:00:00,0,0,0.019,LOW
1307,BIO-RAD LABORATORIES (FRANCE),Nigeria,Air,402.0,4445.75,28500.0,375,1.9,2007-03-15 00:00:00,2007-03-30 00:00:00,15,1,0.461,MEDIUM
1309,Abbott GmbH & Co. KG,Ethiopia,Air,1707.0,24859.45,372000.0,4650,0.8,2007-01-15 00:00:00,2007-01-15 00:00:00,0,0,0.01,LOW
1337,BRISTOL-MYERS SQUIBB,Côte d'Ivoire,Air,306.0,,14981.5,1577,0.16,2007-10-23 00:00:00,2007-10-23 00:00:00,0,0,0.006,LOW
1347,Abbott GmbH & Co. KG,Nigeria,Air,1194.0,5858.57,280000.0,3500,0.8,2007-09-07 00:00:00,2007-09-07 00:00:00,0,0,0.013,LOW
1350,BRISTOL-MYERS SQUIBB,Côte d'Ivoire,Air,1047.0,,40565.0,4270,0.16,2007-10-02 00:00:00,2007-10-02 00:00:00,0,0,0.008,LOW
1356,Aurobindo Pharma Limited,Vietnam,Air,960.0,13762.41,1920.0,1000,0.01,2007-10-02 00:00:00,2007-10-02 00:00:00,0,0,0.03,LOW
1357,Aurobindo Pharma Limited,Vietnam,Air,1047.0,,2100.0,1000,0.01,2007-10-02 00:00:00,2007-10-02 00:00:00,0,0,0.022,LOW
1358,Aurobindo Pharma Limited,Vietnam,Air,1047.0,,2100.0,1000,0.01,2007-10-15 00:00:00,2007-10-15 00:00:00,0,0,0.022,LOW
1359,Aurobindo Pharma Limited,Vietnam,Air,332.0,4454.62,40500.0,3000,0.22,2007-10-15 00:00:00,2007-10-15 00:00:00,0,0,0.017,LOW
1360,Aurobindo Pharma Limited,Vietnam,Air,1955.0,16095.39,277425.0,22500,0.41,2007-11-23 00:00:00,2007-11-23 00:00:00,0,0,0.048,LOW
1361,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Air,117.0,1767.38,41095.0,500,0.68,2007-08-27 00:00:00,2007-08-27 00:00:00,0,0,0.006,LOW
1383,"Standard Diagnostics, Inc.",Tanzania,Air,3336.0,25165.3,200000.0,10000,0.8,2007-09-19 00:00:00,2007-09-19 00:00:00,0,0,0.066,LOW
1502,ASPEN PHARMACARE,Rwanda,Air,157.0,7922.24,27353.0,1609,0.57,2008-01-28 00:00:00,2008-01-28 00:00:00,0,0,0.006,LOW
1512,"JSI R&T INSTITUTE, INC.",South Africa,UNKNOWN_MODE,1047.0,,1447.8,30,0.16,2008-01-29 00:00:00,2008-01-29 00:00:00,0,0,0.002,LOW
