ID,Vendor,Country,Shipment Mode,Weight (Kilograms),Freight Cost (USD),Line Item Value,Line Item Quantity,Unit Price,Scheduled Delivery Date,Delivered to Client Date,delay_days,is_delayed,delay_probability,risk_category
34772,STRIDES ARCOLAB LIMITED,South Africa,Ocean,23273.0,31656.61,1251450.0,515000,0.04,2011-09-02 00:00:00,2011-09-02 00:00:00,0,0,0.058,LOW
34781,Aurobindo Pharma Limited,South Africa,Ocean,5063.0,10748.74,360729.25,54245,0.22,2011-09-15 00:00:00,2011-09-15 00:00:00,0,0,0.201,LOW
34837,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Ethiopia,Air,970.0,8851.4,33369.0,1362,24.5,2012-03-12 00:00:00,2012-03-12 00:00:00,0,0,0.001,LOW
34885,PHARMACY DIRECT,South Africa,Truck,1047.0,,256.48,20,0.21,2015-02-12 00:00:00,2015-02-12 00:00:00,0,0,0.002,LOW
34890,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,7040.78,215,0.55,2014-08-29 00:00:00,2014-08-29 00:00:00,0,0,0.001,LOW
34942,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,22658.01,944,0.24,2009-08-05 00:00:00,2009-08-05 00:00:00,0,0,0.011,LOW
34960,"Standard Diagnostics, Inc.",Tanzania,Air,1047.0,,200000.0,10000,0.8,2011-09-29 00:00:00,2011-09-20 00:00:00,-9,0,0.051,LOW
34961,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,17046.74,1056,0.16,2009-08-07 00:00:00,2009-08-07 00:00:00,0,0,0.027,LOW
34965,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,184.76,25,0.03,2013-04-15 00:00:00,2013-04-15 00:00:00,0,0,0.041,LOW
34987,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,1745.0,3977.24,172825.0,15500,0.37,2014-06-13 00:00:00,2014-01-22 00:00:00,-142,0,0.01,LOW
34989,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,14278.99,500,0.95,2009-10-19 00:00:00,2009-10-19 00:00:00,0,0,0.003,LOW
35031,PHARMACY DIRECT,South Africa,Truck,1047.0,,478.2,27,0.07,2015-01-26 00:00:00,2015-01-26 00:00:00,0,0,0.006,LOW
35043,HETERO LABS LIMITED,Vietnam,Air,2452.0,3691.22,198240.0,18880,0.35,2014-12-24 00:00:00,2014-12-13 00:00:00,-11,0,0.031,LOW
35053,Aurobindo Pharma Limited,Vietnam,Air,546.0,1340.23,2500.0,200,0.05,2012-06-05 00:00:00,2012-06-05 00:00:00,0,0,0.006,LOW
35054,HETERO LABS LIMITED,Vietnam,Air,2516.0,3809.94,177600.0,17760,0.33,2015-07-13 00:00:00,2015-07-13 00:00:00,0,0,0.012,LOW
35065,ASPEN PHARMACARE,Uganda,Air,24.0,297.0,15140.4,165,0.76,2012-01-04 00:00:00,2012-01-04 00:00:00,0,0,0.001,LOW
35067,"Orgenics, Ltd",Nigeria,Air,1186.0,24927.19,244216.0,2744,0.89,2013-01-09 00:00:00,2013-01-09 00:00:00,0,0,0.494,MEDIUM
35082,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,1047.0,,4158.0,504,0.28,2009-09-28 00:00:00,2009-09-28 00:00:00,0,0,0.003,LOW
35120,"Orgenics, Ltd",Nigeria,Air,6010.0,30132.32,534890.0,6010,0.89,2015-01-19 00:00:00,2015-01-20 00:00:00,1,1,0.606,MEDIUM
35123,"Orgenics, Ltd",Nigeria,Air,1244.0,20602.3,272696.0,3064,0.89,2013-11-07 00:00:00,2013-11-08 00:00:00,1,1,0.808,HIGH
35146,ASPEN PHARMACARE,Uganda,Air,74.0,294.86,7812.0,217,0.3,2013-11-20 00:00:00,2013-11-20 00:00:00,0,0,0.003,LOW
35231,PHARMACY DIRECT,South Africa,Truck,1047.0,,414.5,30,0.46,2015-05-12 00:00:00,2015-05-12 00:00:00,0,0,0.001,LOW
35232,Aurobindo Pharma Limited,Côte d'Ivoire,Air,226.0,2911.16,51635.0,2245,0.77,2009-10-30 00:00:00,2009-10-30 00:00:00,0,0,0.02,LOW
35250,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Air,38.0,1779.09,6978.0,300,0.78,2014-08-18 00:00:00,2014-08-18 00:00:00,0,0,0.003,LOW
35252,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,1047.0,,49795.2,19152,0.04,2010-03-29 00:00:00,2010-03-29 00:00:00,0,0,0.014,LOW
35258,"Trinity Biotech, Plc",Mozambique,Air,1047.0,,864.0,27,1.6,2015-01-13 00:00:00,2015-01-13 00:00:00,0,0,0.001,LOW
35267,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,16040.17,600,0.89,2009-09-15 00:00:00,2009-09-15 00:00:00,0,0,0.008,LOW
35279,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,12726.75,768,0.55,2014-08-29 00:00:00,2014-08-29 00:00:00,0,0,0.009,LOW
35298,PHARMACY DIRECT,South Africa,Truck,1047.0,,91.92,17,0.02,2015-07-24 00:00:00,2015-07-24 00:00:00,0,0,0.003,LOW
35299,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,1734.76,440,0.07,2014-01-13 00:00:00,2014-01-13 00:00:00,0,0,0.015,LOW
35300,HETERO LABS LIMITED,Vietnam,Air,1516.0,11915.51,30450.0,21000,0.02,2011-06-06 00:00:00,2011-06-06 00:00:00,0,0,0.009,LOW
35310,STRIDES ARCOLAB LIMITED,South Africa,Ocean,3755.0,4514.06,186750.0,75000,0.04,2010-11-04 00:00:00,2010-11-04 00:00:00,0,0,0.057,LOW
35323,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Côte d'Ivoire,Air,102.0,1743.84,5343.0,780,0.11,2013-10-17 00:00:00,2013-10-17 00:00:00,0,0,0.004,LOW
35352,Aurobindo Pharma Limited,Rwanda,Air,1047.0,,15405.0,1185,0.43,2012-03-30 00:00:00,2012-03-30 00:00:00,0,0,0.01,LOW
35372,MICRO LABS LIMITED,Vietnam,Air,1047.0,,17472.0,8400,0.03,2014-11-26 00:00:00,2014-11-26 00:00:00,0,0,0.006,LOW
35375,Aurobindo Pharma Limited,South Africa,Ocean,5887.0,4232.71,312340.05,69255,0.15,2011-11-03 00:00:00,2011-11-03 00:00:00,0,0,0.16,LOW
35444,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tanzania,Air,209.0,2177.56,10478.16,1764,0.1,2013-12-31 00:00:00,2013-12-31 00:00:00,0,0,0.022,LOW
35487,"Orgenics, Ltd",Kenya,Air,1022.0,15120.61,528482.0,5938,0.89,2012-07-09 00:00:00,2012-07-28 00:00:00,19,1,0.287,LOW
35488,"Orgenics, Ltd",Nigeria,Air,1241.0,15994.73,271806.0,3054,0.89,2015-01-19 00:00:00,2015-01-16 00:00:00,-3,0,0.433,MEDIUM
35493,Aurobindo Pharma Limited,Zambia,Air,7133.0,40583.63,469758.0,79620,0.2,2013-08-27 00:00:00,2013-08-27 00:00:00,0,0,0.072,LOW
35519,Aurobindo Pharma Limited,South Africa,Air,4565.0,6105.83,251979.19,53957,0.16,2010-06-01 00:00:00,2010-06-01 00:00:00,0,0,0.493,MEDIUM
35539,"Orgenics, Ltd",Sudan,Air,10.0,900.53,1780.0,20,0.89,2012-02-03 00:00:00,2012-02-03 00:00:00,0,0,0.024,LOW
35559,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,59.69,18,0.11,2014-08-27 00:00:00,2014-08-27 00:00:00,0,0,0.006,LOW
35566,PHARMACY DIRECT,South Africa,Truck,1047.0,,406.76,19,0.36,2015-05-12 00:00:00,2015-05-12 00:00:00,0,0,0.001,LOW
35609,STRIDES ARCOLAB LIMITED,Ghana,Air,3862.0,25512.84,191400.0,60000,0.11,2014-07-17 00:00:00,2014-07-23 00:00:00,6,1,0.421,MEDIUM
35637,PHARMACY DIRECT,South Africa,Truck,1047.0,,19.68,1,0.66,2014-08-05 00:00:00,2014-08-05 00:00:00,0,0,0.0,LOW
35640,"Orgenics, Ltd",Liberia,Air,252.0,8678.71,41600.0,520,0.8,2011-09-13 00:00:00,2011-09-13 00:00:00,0,0,0.021,LOW
35643,EMCURE PHARMACEUTICALS LTD,Rwanda,Air,1805.0,10743.33,248814.0,13823,0.6,2015-05-04 00:00:00,2015-05-04 00:00:00,0,0,0.009,LOW
35652,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,1535.78,59,0.29,2014-08-29 00:00:00,2014-08-29 00:00:00,0,0,0.002,LOW
35660,"Orgenics, Ltd",Zambia,Air,925.0,16740.97,178640.0,2233,0.8,2013-06-05 00:00:00,2013-06-05 00:00:00,0,0,0.114,LOW
35678,"Orgenics, Ltd","Congo, DRC",Air,47.0,4449.1,7157.92,196,1.83,2012-11-20 00:00:00,2012-11-20 00:00:00,0,0,0.004,LOW
35699,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Cameroon,Air,9268.0,77756.12,855572.95,76733,0.37,2013-12-16 00:00:00,2013-12-16 00:00:00,0,0,0.007,LOW
35700,CIPLA LIMITED,South Africa,Air,76.0,916.22,8680.2,1110,0.26,2010-07-19 00:00:00,2010-07-19 00:00:00,0,0,0.002,LOW
35717,SWORDS LABORATORIES,Rwanda,Air,69.0,802.85,18928.92,466,0.68,2015-05-08 00:00:00,2015-05-08 00:00:00,0,0,0.01,LOW
35749,Aurobindo Pharma Limited,South Africa,Ocean,6876.0,461.5,43161.48,19098,0.01,2011-10-13 00:00:00,2012-01-24 00:00:00,103,1,0.445,MEDIUM
35788,"Trinity Biotech, Plc","Congo, DRC",Air,62.0,1367.59,4384.0,137,1.6,2012-08-03 00:00:00,2012-08-03 00:00:00,0,0,0.0,LOW
35790,CIPLA LIMITED,Uganda,Air,15435.0,56180.34,931467.6,114996,0.13,2013-10-03 00:00:00,2013-10-03 00:00:00,0,0,0.041,LOW
35808,CIPLA LIMITED,South Africa,Air,3549.0,3646.13,406014.4,51920,0.26,2010-10-13 00:00:00,2010-10-27 00:00:00,14,1,0.719,HIGH
35813,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Guyana,Air,225.0,1831.83,11590.2,141,0.27,2010-06-12 00:00:00,2010-06-12 00:00:00,0,0,0.001,LOW
35870,ASPEN PHARMACARE,Uganda,Air,68.0,1571.76,25840.8,388,0.55,2013-03-14 00:00:00,2013-03-14 00:00:00,0,0,0.002,LOW
35896,Aurobindo Pharma Limited,Vietnam,Air,3301.0,5764.28,216773.7,26598,0.14,2014-01-22 00:00:00,2014-01-22 00:00:00,0,0,0.073,LOW
35900,"Orgenics, Ltd",Swaziland,Air,69.0,1626.1,10800.0,135,0.8,2012-08-09 00:00:00,2012-08-09 00:00:00,0,0,0.053,LOW
35904,PHARMACY DIRECT,South Africa,Truck,1047.0,,72.14,24,0.1,2014-11-05 00:00:00,2014-11-05 00:00:00,0,0,0.009,LOW
35913,Aurobindo Pharma Limited,South Africa,Ocean,4008.0,6121.39,285537.7,42938,0.22,2011-06-13 00:00:00,2011-09-22 00:00:00,101,1,0.437,MEDIUM
35922,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,389.71,20,0.65,2014-02-06 00:00:00,2014-02-06 00:00:00,0,0,0.001,LOW
35951,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Haiti,Ocean,1047.0,,4266.0,1080,0.07,2014-05-09 00:00:00,2014-05-09 00:00:00,0,0,0.01,LOW
35968,HETERO LABS LIMITED,Vietnam,Air,1400.0,2859.58,49000.0,14000,0.12,2015-07-10 00:00:00,2015-07-10 00:00:00,0,0,0.008,LOW
35975,Aurobindo Pharma Limited,Rwanda,Air,1047.0,,34560.0,1728,0.67,2012-08-22 00:00:00,2012-08-22 00:00:00,0,0,0.021,LOW
35977,PHARMACY DIRECT,South Africa,Truck,1047.0,,620.49,34,0.2,2015-08-24 00:00:00,2015-08-24 00:00:00,0,0,0.003,LOW
35983,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,255.0,6518.69,25802.0,3686,0.23,2010-08-09 00:00:00,2010-08-09 00:00:00,0,0,0.004,LOW
36005,EMCURE PHARMACEUTICALS LTD,Rwanda,Air,1047.0,,72198.0,4011,0.6,2015-08-27 00:00:00,2015-08-27 00:00:00,0,0,0.003,LOW
36019,"Orgenics, Ltd",Tanzania,Air,73.0,1806.81,13440.0,168,0.8,2015-04-28 00:00:00,2015-04-28 00:00:00,0,0,0.033,LOW
36035,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,7500.0,19116.64,560520.51,46749,0.4,2013-01-29 00:00:00,2013-01-29 00:00:00,0,0,0.007,LOW
36053,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,26864.85,6690,0.13,2009-10-30 00:00:00,2009-10-30 00:00:00,0,0,0.063,LOW
36083,BIO-RAD LABORATORIES (FRANCE),Uganda,Air,68.0,1305.28,55913.85,45,24.85,2014-08-22 00:00:00,2014-08-22 00:00:00,0,0,0.015,LOW
36147,HETERO LABS LIMITED,Vietnam,Air,1047.0,,21600.0,10000,0.04,2015-07-13 00:00:00,2015-07-13 00:00:00,0,0,0.006,LOW
36157,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,976.49,328,0.1,2014-01-13 00:00:00,2014-01-13 00:00:00,0,0,0.005,LOW
36162,HETERO LABS LIMITED,Vietnam,Air,1505.0,2604.31,57703.75,17755,0.11,2013-04-02 00:00:00,2013-04-02 00:00:00,0,0,0.005,LOW
36166,"Trinity Biotech, Plc",South Sudan,Air,14.0,1101.91,1408.0,44,1.6,2013-03-22 00:00:00,2013-03-22 00:00:00,0,0,0.0,LOW
36172,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,2666.08,80,0.37,2010-05-31 00:00:00,2010-05-31 00:00:00,0,0,0.001,LOW
36179,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Haiti,Air,236.0,2215.13,17575.25,4235,0.07,2013-06-13 00:00:00,2013-06-13 00:00:00,0,0,0.005,LOW
36203,"Orgenics, Ltd",Nigeria,Air,1426.0,33279.83,266644.0,2996,0.89,2012-11-06 00:00:00,2012-11-08 00:00:00,2,1,0.587,MEDIUM
36204,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Haiti,Air,38.0,1347.0,308.2,10,0.1,2014-02-28 00:00:00,2014-02-28 00:00:00,0,0,0.009,LOW
36209,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,349.87,16,0.73,2014-08-27 00:00:00,2014-08-27 00:00:00,0,0,0.001,LOW
36212,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,15533.57,524,0.49,2014-01-13 00:00:00,2014-01-13 00:00:00,0,0,0.004,LOW
36219,Aurobindo Pharma Limited,South Africa,Ocean,5178.0,14621.3,730000.0,100000,0.12,2011-09-05 00:00:00,2011-09-05 00:00:00,0,0,0.143,LOW
36277,Orasure Technologies Inc.,Haiti,Air,240.0,4355.7,35000.0,100,3.5,2010-10-01 00:00:00,2010-10-01 00:00:00,0,0,0.003,LOW
36298,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Air,170.0,4256.38,4603.2,60,0.23,2010-03-22 00:00:00,2010-03-22 00:00:00,0,0,0.001,LOW
36322,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Haiti,Ocean,1047.0,,344034.9,53010,0.11,2015-06-17 00:00:00,2015-06-17 00:00:00,0,0,0.056,LOW
36350,Aurobindo Pharma Limited,Guyana,Air,1028.0,12609.89,136656.0,3796,0.3,2010-11-24 00:00:00,2010-11-24 00:00:00,0,0,0.014,LOW
36411,PHARMACY DIRECT,South Africa,Truck,1047.0,,149.56,3,0.83,2015-05-12 00:00:00,2015-05-12 00:00:00,0,0,0.001,LOW
36416,STRIDES ARCOLAB LIMITED,Zimbabwe,Air,2180.0,19328.2,77000.0,35000,0.04,2014-07-18 00:00:00,2014-07-18 00:00:00,0,0,0.079,LOW
36431,CIPLA LIMITED,South Africa,Ocean,3793.0,8527.45,96190.08,35364,0.05,2011-12-13 00:00:00,2012-01-30 00:00:00,48,1,0.489,MEDIUM
36443,Aurobindo Pharma Limited,Haiti,Air,1047.0,,3047.5,2438,0.04,2014-07-18 00:00:00,2014-07-18 00:00:00,0,0,0.023,LOW
36447,Aurobindo Pharma Limited,South Africa,Ocean,1321.0,9726.53,94130.75,14155,0.22,2011-10-05 00:00:00,2011-10-14 00:00:00,9,1,0.493,MEDIUM
36453,"Orgenics, Ltd",Sudan,Air,97.0,2542.17,18957.0,213,0.89,2011-06-27 00:00:00,2011-06-27 00:00:00,0,0,0.01,LOW
36464,HETERO LABS LIMITED,Vietnam,Air,2523.0,4761.9,177600.0,17760,0.33,2015-07-10 00:00:00,2015-07-10 00:00:00,0,0,0.012,LOW
36507,HETERO LABS LIMITED,Vietnam,Air,1047.0,,3502.8,504,0.12,2011-02-09 00:00:00,2011-02-09 00:00:00,0,0,0.002,LOW
36530,"Trinity Biotech, Plc",Tanzania,Air,2770.0,26281.49,270720.0,8460,1.6,2013-02-28 00:00:00,2013-02-28 00:00:00,0,0,0.049,LOW
36539,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Uganda,Air,420.0,3900.39,37462.5,1665,0.75,2013-01-21 00:00:00,2013-01-21 00:00:00,0,0,0.012,LOW
36541,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,1985.58,85,0.26,2014-02-06 00:00:00,2014-02-06 00:00:00,0,0,0.002,LOW
36562,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Mozambique,Air,216.0,2698.28,7683.2,2240,0.11,2011-03-02 00:00:00,2011-03-02 00:00:00,0,0,0.016,LOW
36592,"Orgenics, Ltd",Zimbabwe,Air,532.0,14423.28,85600.0,1070,0.8,2011-09-08 00:00:00,2011-09-08 00:00:00,0,0,0.041,LOW
36596,PHARMACY DIRECT,South Africa,Truck,1047.0,,439.52,39,0.38,2015-07-24 00:00:00,2015-07-24 00:00:00,0,0,0.001,LOW
36603,Aurobindo Pharma Limited,Vietnam,Air,730.0,1338.19,16650.0,7400,0.04,2014-06-07 00:00:00,2014-06-07 00:00:00,0,0,0.044,LOW
36617,HETERO LABS LIMITED,Vietnam,Air,1047.0,,8960.0,800,0.19,2015-03-31 00:00:00,2015-03-31 00:00:00,0,0,0.002,LOW
36641,"Orgenics, Ltd",Zimbabwe,Air,781.0,9914.59,120000.0,1500,0.8,2015-05-14 00:00:00,2015-05-14 00:00:00,0,0,0.031,LOW
36643,Aurobindo Pharma Limited,South Africa,Air,458.0,1697.9,62159.38,8366,0.12,2010-09-20 00:00:00,2010-12-13 00:00:00,84,1,0.149,LOW
36654,ASPEN PHARMACARE,Uganda,Air,5.0,41.0,2361.42,27,0.73,2011-06-02 00:00:00,2011-06-02 00:00:00,0,0,0.025,LOW
36661,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,5097.32,210,0.1,2014-02-06 00:00:00,2014-02-06 00:00:00,0,0,0.005,LOW
36679,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,220.91,28,0.03,2014-08-29 00:00:00,2014-08-29 00:00:00,0,0,0.009,LOW
36710,"Trinity Biotech, Plc",Malawi,Air,32.0,1136.31,3008.0,94,1.6,2013-05-03 00:00:00,2013-05-03 00:00:00,0,0,0.0,LOW
36717,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Côte d'Ivoire,Air,706.0,6150.75,67041.0,2483,1.35,2010-08-03 00:00:00,2010-08-03 00:00:00,0,0,0.004,LOW
36758,HETERO LABS LIMITED,Rwanda,Air,55.0,1276.53,2520.0,672,0.12,2013-01-30 00:00:00,2013-01-30 00:00:00,0,0,0.002,LOW
36773,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,264.95,12,0.25,2014-01-13 00:00:00,2014-01-13 00:00:00,0,0,0.001,LOW
36784,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,3709.29,168,0.25,2014-02-06 00:00:00,2014-02-06 00:00:00,0,0,0.002,LOW
36785,CIPLA LIMITED,Nigeria,Air,1047.0,,32120.0,6424,0.08,2015-09-02 00:00:00,2015-09-02 00:00:00,0,0,0.011,LOW
36810,"Orgenics, Ltd",Kenya,Air,1198.0,13543.63,619351.0,6959,0.89,2012-01-17 00:00:00,2012-01-17 00:00:00,0,0,0.121,LOW
36816,Aurobindo Pharma Limited,Haiti,Air,6.0,941.74,126.0,90,0.02,2012-08-16 00:00:00,2012-08-16 00:00:00,0,0,0.026,LOW
36842,"Orgenics, Ltd",Nigeria,Air,3778.0,59767.71,828412.0,9308,0.89,2013-12-23 00:00:00,2013-12-12 00:00:00,-11,0,0.076,LOW
36868,INTERNATIONAL HEALTHCARE DISTRIBUTORS,Mozambique,Air,1047.0,,6417.0,620,0.12,2010-04-22 00:00:00,2010-04-22 00:00:00,0,0,0.002,LOW
36871,MICRO LABS LIMITED,Vietnam,Air,1047.0,,3102.84,702,0.05,2013-01-30 00:00:00,2013-01-30 00:00:00,0,0,0.003,LOW
36880,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,3471.61,45,1.29,2014-08-27 00:00:00,2014-08-27 00:00:00,0,0,0.015,LOW
36890,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,14105.11,500,0.94,2009-12-29 00:00:00,2009-12-29 00:00:00,0,0,0.003,LOW
36892,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,38242.38,3519,0.18,2014-02-06 00:00:00,2014-02-06 00:00:00,0,0,0.059,LOW
36913,"Trinity Biotech, Plc",Guyana,Air,500.0,5255.14,47040.0,1470,1.6,2010-07-27 00:00:00,2010-07-27 00:00:00,0,0,0.002,LOW
36922,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,2241.1,87,0.21,2014-08-29 00:00:00,2014-08-29 00:00:00,0,0,0.007,LOW
36936,"Orgenics, Ltd",Kenya,Air,1479.0,15519.77,764154.0,8586,0.89,2011-02-10 00:00:00,2011-02-10 00:00:00,0,0,0.093,LOW
36969,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,389.0,9674.88,12600.0,1680,0.12,2010-03-22 00:00:00,2010-03-22 00:00:00,0,0,0.007,LOW
36978,MICRO LABS LIMITED,Vietnam,Air,71.0,990.04,2504.8,1240,0.07,2013-02-04 00:00:00,2013-02-04 00:00:00,0,0,0.008,LOW
37031,Aurobindo Pharma Limited,Vietnam,Air,2998.0,4531.29,684.5,370,0.01,2012-12-10 00:00:00,2012-12-10 00:00:00,0,0,0.024,LOW
37037,HETERO LABS LIMITED,Zimbabwe,Air Charter,4601.0,28788.73,195592.32,42336,0.15,2014-09-17 00:00:00,2014-09-17 00:00:00,0,0,0.018,LOW
37040,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,101541.09,5000,0.34,2009-10-27 00:00:00,2009-10-27 00:00:00,0,0,0.044,LOW
37052,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,119.16,7,0.57,2014-08-27 00:00:00,2014-08-27 00:00:00,0,0,0.001,LOW
37068,PHARMACY DIRECT,South Africa,Truck,1047.0,,1906.7,138,0.46,2015-03-09 00:00:00,2015-03-09 00:00:00,0,0,0.0,LOW
37076,HETERO LABS LIMITED,Zambia,Air,1047.0,,183144.0,56352,0.11,2015-08-18 00:00:00,2015-08-18 00:00:00,0,0,0.007,LOW
37087,PHARMACY DIRECT,South Africa,Truck,1047.0,,331.6,24,0.46,2015-06-02 00:00:00,2015-06-02 00:00:00,0,0,0.001,LOW
37089,THE MEDICAL EXPORT GROUP BV,Haiti,Air,5051.0,37744.27,100540.0,11000,0.01,2012-05-10 00:00:00,2012-05-10 00:00:00,0,0,0.087,LOW
37140,Hoffmann-La Roche ltd Basel,Mozambique,Air,1047.0,,46377.58,448,0.38,2011-05-24 00:00:00,2011-05-24 00:00:00,0,0,0.006,LOW
37152,EMCURE PHARMACEUTICALS LTD,Uganda,Air,25.0,915.09,6261.6,240,0.43,2010-02-02 00:00:00,2010-02-02 00:00:00,0,0,0.001,LOW
37157,"Orgenics, Ltd",Mozambique,Air,55.0,3267.66,9600.0,120,0.8,2011-10-26 00:00:00,2011-10-26 00:00:00,0,0,0.004,LOW
37177,Aurobindo Pharma Limited,South Africa,Ocean,3458.0,3787.72,487588.9,66793,0.12,2011-09-02 00:00:00,2011-09-02 00:00:00,0,0,0.181,LOW
37251,"Standard Diagnostics, Inc.",Sudan,Air,1.0,137.5,11.7,13,0.9,2011-04-29 00:00:00,2011-04-29 00:00:00,0,0,0.0,LOW
37277,Aurobindo Pharma Limited,Haiti,Air,180.0,1773.7,3073.5,450,0.03,2014-06-03 00:00:00,2014-06-03 00:00:00,0,0,0.004,LOW
37324,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Uganda,Air,24556.0,146850.66,2458453.58,205042,0.4,2012-08-29 00:00:00,2012-08-29 00:00:00,0,0,0.008,LOW
37334,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,2542.45,30,0.31,2014-11-19 00:00:00,2014-11-19 00:00:00,0,0,0.002,LOW
37362,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,134.55,8,0.56,2014-08-29 00:00:00,2014-08-29 00:00:00,0,0,0.001,LOW
37379,CIPLA LIMITED,Haiti,Air,66.0,1572.92,3705.0,741,0.08,2014-03-25 00:00:00,2014-03-25 00:00:00,0,0,0.003,LOW
37410,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,6627.47,97,1.14,2014-02-06 00:00:00,2014-02-06 00:00:00,0,0,0.001,LOW
37416,PHARMACY DIRECT,South Africa,Truck,1047.0,,31.89,2,0.05,2015-01-29 00:00:00,2015-01-29 00:00:00,0,0,0.003,LOW
37417,"Standard Diagnostics, Inc.",Zambia,Air,40.0,771.88,2400.0,120,0.8,2010-12-14 00:00:00,2010-12-14 00:00:00,0,0,0.0,LOW
37452,PHARMACY DIRECT,South Africa,Truck,1047.0,,247.96,14,0.07,2015-05-12 00:00:00,2015-05-12 00:00:00,0,0,0.005,LOW
37470,"Trinity Biotech, Plc","Congo, DRC",Air,1047.0,,1088.0,34,1.6,2015-07-02 00:00:00,2015-07-02 00:00:00,0,0,0.001,LOW
37475,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Vietnam,Air,876.0,2183.92,7726.5,3434,0.04,2013-02-02 00:00:00,2013-02-02 00:00:00,0,0,0.01,LOW
37481,"Orgenics, Ltd",Rwanda,Air,1136.0,49573.62,388500.0,5000,0.78,2010-09-09 00:00:00,2010-09-09 00:00:00,0,0,0.059,LOW
37487,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,38.64,6,0.11,2014-08-29 00:00:00,2014-08-29 00:00:00,0,0,0.006,LOW
37489,S. BUYS WHOLESALER,South Africa,Truck,1047.0,,40375.94,2285,0.59,2009-09-30 00:00:00,2009-09-30 00:00:00,0,0,0.045,LOW
37496,"Trinity Biotech, Plc",Mozambique,Air,88.0,1088.93,9152.0,286,1.6,2014-06-13 00:00:00,2014-06-13 00:00:00,0,0,0.0,LOW
37506,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Vietnam,Air,1010.0,5417.87,342363.0,4165,0.68,2010-03-22 00:00:00,2010-03-22 00:00:00,0,0,0.023,LOW
37519,Aurobindo Pharma Limited,South Africa,Ocean,1047.0,,323275.11,136403,0.04,2011-04-26 00:00:00,2011-04-26 00:00:00,0,0,0.224,LOW
